Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.5169981344361625,0.5183818724173097,0.2584488280770243,0.0050331525895800505
0.1,0.5472012549699709,0.5183818724173097,0.12495563164507764,0.38997144048493493
0.15000000000000002,0.5171190826779914,0.5183818724173097,0.06619840741436518,0.025944199220515128
0.2,0.513335089009242,0.5183818724173097,0.03591831259267348,0.017680977340687028
0.25,0.5134653435919783,0.5183818724173097,0.018324775893927732,0.008866617217648934
0.3,0.5133051878708013,0.5183818724173097,0.01766617099003697,0.0016767174863199527
0.35000000000000003,0.5131468755289542,0.5183818724173097,0.02314083123656585,0.00016510826656520585
0.4,0.5130612368487606,0.5183818724173097,0.02200696721481893,0.0006069076130135907
0.45,0.5131356441988429,0.5183818724173097,0.012829151785674935,0.00014560604267667204
0.5,0.5136982313539046,0.5183818724173097,0.005755116105914734,0.016670492754574353
0.55,0.5133563224694613,0.5183818724173097,0.009726249969197184,0.009375198451738231
0.6000000000000001,0.513191319392875,0.5183818724173097,0.0055524423500328875,0.004130094886854025
0.6500000000000001,0.5131372347606921,0.5183818724173097,0.010508665063262887,3.7596683991971607e-05
0.7000000000000001,0.5136999528751895,0.5183818724173097,0.011775331286252341,0.006825854106980653
0.7500000000000001,0.5130530057013275,0.5183818724173097,0.009682403139907361,0.00034879496760777714
0.8,0.513577415507722,0.5183818724173097,0.003048491390930777,0.006129625754953553
0.8500000000000001,0.5131537388105027,0.5183818724173097,0.009466724329990548,0.00032936221127727663
0.9000000000000001,0.5131456546707743,0.5183818724173097,0.010101633450889562,0.000614955807853655
0.9500000000000001,0.5130918033843236,0.5183818724173097,0.005383423975970249,5.947003389449219e-06
1.0,0.5130545703481492,0.5183818724173097,0.003796742745588702,0.0007121076645816952
