Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.9906097331378392,0.9949596380040946,0.32526255555107764,0.38683699092159946
0.1,1.0065694260958649,0.9949596380040946,0.07648089527131399,0.12717882228684546
0.15000000000000002,0.9940817583383611,0.9949596380040946,0.06388927241283428,0.013942143139726979
0.2,0.9926371500812465,0.9949596380040946,0.060628552340816065,0.023221990737593286
0.25,0.9906419370098062,0.9949596380040946,0.018078470307117622,0.012470750195807154
0.3,0.9916016820294437,0.9949596380040946,0.03410967083500742,0.03000429411089022
0.35000000000000003,0.9906016164025815,0.9949596380040946,0.026184682239420755,0.007587448813369528
0.4,0.9913212624738621,0.9949596380040946,0.023479000456237277,0.07414848966695968
0.45,0.9905764686904864,0.9949596380040946,0.023176856543085364,6.014142720350011e-07
0.5,0.9909347469300177,0.9949596380040946,0.01156764510938675,0.009163833600196718
0.55,0.990443666921153,0.9949596380040946,0.008436377100445985,2.2537163865273636e-06
0.6000000000000001,0.9905956885825852,0.9949596380040946,0.006060207833451986,0.0050141057006893395
0.6500000000000001,0.9926762677330553,0.9949596380040946,0.011551024033818042,0.04201877613017324
0.7000000000000001,0.9912719296157712,0.9949596380040946,0.011017172828569404,0.010670768286088914
0.7500000000000001,0.9910136466958521,0.9949596380040946,0.007229716331927644,0.008455160073130387
0.8,0.9917891656359823,0.9949596380040946,0.007263315430677665,0.04300605198915039
0.8500000000000001,0.9904111335348121,0.9949596380040946,0.003162950042193339,0.00028249960491203547
0.9000000000000001,0.9903973459920214,0.9949596380040946,0.006078745183644896,4.296823264298665e-05
0.9500000000000001,0.9906615003361918,0.9949596380040946,0.005878093187662681,0.001935509594237586
1.0,0.9909589940213223,0.9949596380040946,0.004601107679206739,0.0050051395367806135
