Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,1.4416646388714105,1.4416646388714105,0.12451472144430346,0.0026657243149068198
0.1,1.4416646388714105,1.4416646388714105,0.117314525415474,0.24023336655359784
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.06104077500844525,2.04278004011058e-05
0.2,1.4416646388714105,1.4416646388714105,0.037854866163819015,0.10082198122156727
0.25,1.4416646388714105,1.4416646388714105,0.04122646966787975,0.10125060926171463
0.3,1.4416646388714105,1.4416646388714105,0.017930393143307497,0.014518051119204897
0.35000000000000003,1.4416646388714107,1.4416646388714105,0.03617591624205418,0.030669667571086634
0.4,1.4416646388714105,1.4416646388714105,0.004730523309787793,0.008076475268323996
0.45,1.4416646388714105,1.4416646388714105,0.023513225393532098,8.183859114902143e-06
0.5,1.4416646388714105,1.4416646388714105,0.01788818886650046,0.00022021278825437335
0.55,1.4416646388714105,1.4416646388714105,0.012311398612836083,0.03333517418191803
0.6000000000000001,1.4416646388714105,1.4416646388714105,0.013184196067043097,2.336509625477332e-05
0.6500000000000001,1.4416646388714105,1.4416646388714105,0.01733542161406859,0.0004528198170358241
0.7000000000000001,1.4416646388714105,1.4416646388714105,0.004864163351660143,0.02129765615633898
0.7500000000000001,1.4416646388714105,1.4416646388714105,0.006575469026941757,0.002750854710839711
0.8,1.4416646388714105,1.4416646388714105,0.007473569812539253,0.00025176233000760847
0.8500000000000001,1.4416646388714105,1.4416646388714105,0.005813914079911213,0.026261789693917258
0.9000000000000001,1.4416646388714105,1.4416646388714105,0.009447479809601513,0.008523435112841775
0.9500000000000001,1.4416646388714105,1.4416646388714105,0.006391378675179036,0.0019852553950593585
1.0,1.4416646388714105,1.4416646388714105,0.004500547589672054,0.0010324075838792212
