Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.0919542695835126,0.03966177069694624,0.2754773911962637,0.21223195764286606
0.1,0.04454993179198096,0.03966177069694624,0.0918214976238851,0.0334167149717611
0.15000000000000002,0.04200203888385179,0.03966177069694624,0.09478507928787142,0.1228388617465056
0.2,0.03437171717930502,0.03966177069694624,0.023774024456743793,0.0162367898803748
0.25,0.03786580577296193,0.03966177069694624,0.040584168292346304,0.007263421124608516
0.3,0.03720535521248511,0.03966177069694624,0.02756949044439001,0.029495969185864238
0.35000000000000003,0.038533285256155896,0.03966177069694624,0.019496269442025087,0.08725858481431856
0.4,0.034330325960694755,0.03966177069694624,0.01711272104626046,0.00488932136065761
0.45,0.03587286194392468,0.03966177069694624,0.011759365079096347,0.006434997977140568
0.5,0.034623911919323645,0.03966177069694624,0.01277703610371383,0.00017457296745081679
0.55,0.03474461274049242,0.03966177069694624,0.014354526992250833,0.0032308062309131017
0.6000000000000001,0.03421440555404085,0.03966177069694624,0.004154466744098002,0.015996804354255902
0.6500000000000001,0.03446679761926527,0.03966177069694624,0.010019364726227704,0.001394947033224439
0.7000000000000001,0.034501558303955494,0.03966177069694624,0.012929364347267802,0.010596489409113579
0.7500000000000001,0.03479158395448377,0.03966177069694624,0.01615013157179806,0.0007044433117235835
0.8,0.034934596781132754,0.03966177069694624,0.012749769316148426,0.0019609402184415934
0.8500000000000001,0.0344222117646637,0.03966177069694624,0.006478265726055772,0.001237871238626868
0.9000000000000001,0.034431096666131894,0.03966177069694624,0.007392890544420741,7.594473585739443e-05
0.9500000000000001,0.035478876835243395,0.03966177069694624,0.007994675761370832,0.01893593005528763
1.0,0.036275083376439206,0.03966177069694624,0.006050018211724454,0.011972580053938664
