Epsilon,Robust Cost,Nominal Cost,Rho,KL Distance
0.05,0.824681866926414,0.6502743063255951,1.5223254095591336,0.40002279457150464
0.1,0.6856191963206177,0.6502743063255951,0.33769923376787614,0.058572452071316096
0.15000000000000002,0.6620255290584842,0.6502743063255951,0.15089961392080747,0.023999465304505994
0.2,0.6569037116697198,0.6502743063255951,0.08617692564064028,0.009760541999408654
0.25,0.6524497307873895,0.6502743063255951,0.04092478683033376,0.002982171090447863
0.3,0.6582474733283344,0.6502743063255951,0.10958724867687586,0.004480962349111887
0.35000000000000003,0.6518894221648336,0.6502743063255951,0.028181729649512904,0.0016465340941328697
0.4,0.6536899919160651,0.6502743063255951,0.04728499273889157,0.007001097322691928
0.45,0.6519166957573468,0.6502743063255951,0.03278606538625075,0.0026985920283234535
0.5,0.6518209309772004,0.6502743063255951,0.022603479130009527,0.005004825179298927
0.55,0.6519947250501262,0.6502743063255951,0.024998882388297495,0.0022863980755055717
0.6000000000000001,0.6518360044071634,0.6502743063255951,0.02415528843585517,0.0033865369661944364
0.6500000000000001,0.6530051513116452,0.6502743063255951,0.048301641354891775,0.010451468950292319
0.7000000000000001,0.6509383308479286,0.6502743063255951,0.013008002889114162,0.0023513442477236116
0.7500000000000001,0.6508936128619548,0.6502743063255951,0.009794501311360837,0.0012237288962948538
0.8,0.6502757409212825,0.6502743063255951,0.017986391942970137,0.002342959958896827
0.8500000000000001,0.6510357271154001,0.6502743063255951,0.01465683927176948,0.0009352804113853495
0.9000000000000001,0.6505036191682729,0.6502743063255951,0.005359346928614955,0.00029515639430313136
0.9500000000000001,0.6504853411425113,0.6502743063255951,0.0047676503501987485,0.000766096497402783
1.0,0.6504810269994642,0.6502743063255951,0.003945264759466341,0.0001367395948799902
