Epsilon,Robust Cost,Nominal Cost,Rho,KL Distance
0.05,0.8961209558717339,0.8718318636928173,1.3426149995313081,0.28529902901795556
0.1,1.0609718906107726,0.8718318636928173,0.6484714754226322,0.008126872246672068
0.15000000000000002,0.9027264643991029,0.8718318636928173,0.1922391768011393,0.013108073025778589
0.2,0.9065049101151926,0.8718318636928173,0.2063666543297168,0.01204946862177262
0.25,0.879074108144377,0.8718318636928173,0.06255423314926799,0.01667035736894199
0.3,0.8850183539779184,0.8718318636928173,0.10004598561740231,0.012012249119263005
0.35000000000000003,0.8743613415096176,0.8718318636928173,0.03157036147978367,0.0010593078805323135
0.4,0.876996638646292,0.8718318636928173,0.04940922732532118,0.006783178074001049
0.45,0.8742289639760741,0.8718318636928173,0.02926265891901842,0.0032131706931046358
0.5,0.8734366776987179,0.8718318636928173,0.022475268552681938,0.0010696550460947678
0.55,0.8738990843525557,0.8718318636928173,0.027490572131299174,0.003972628663817878
0.6000000000000001,0.8718839144294372,0.8718318636928173,0.013577393375704874,0.0013584690743060589
0.6500000000000001,0.8744187780804481,0.8718318636928173,0.033712560934426025,0.0013841159630218801
0.7000000000000001,0.8754553667350611,0.8718318636928173,0.03829542635130241,0.0023630060436523014
0.7500000000000001,0.8744354696693956,0.8718318636928173,0.026167758332685167,0.0020812333725061284
0.8,0.8718824694239065,0.8718318636928173,0.02708796800187767,0.006752362654258701
0.8500000000000001,0.8735528815596685,0.8718318636928173,0.024136987507705265,0.004299496363394457
0.9000000000000001,0.8735498847493006,0.8718318636928173,0.023369825944518606,0.00391295432821832
0.9500000000000001,0.8730355432931548,0.8718318636928173,0.016460790103833656,0.0023072156860370306
1.0,0.8722396407566844,0.8718318636928173,0.005632655365797745,0.00038383627266107365
