Epsilon,Robust Cost,Nominal Cost,Ideal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,0.47489240212438655,0.417248620919375,0.40686942221363626,0.25,1.236779711787924,0.05306818760515988,"Workload(z0=0.25792263256270404, z1=0.46188342831120527, q=0.032312171396714925, w=0.24788176772937576)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6163063326073981,0.417248620919375,0.40686942221363626,1,1.236779711787924,0.05306818760515988,"Workload(z0=0.25792263256270404, z1=0.46188342831120527, q=0.032312171396714925, w=0.24788176772937576)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349425,0.417248620919375,0.40686942221363626,1.75,1.236779711787924,0.05306818760515988,"Workload(z0=0.25792263256270404, z1=0.46188342831120527, q=0.032312171396714925, w=0.24788176772937576)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4285118922923561,0.4070549151852564,0.4068694220335407,0.25,0.7151289370127104,0.019003012246960244,"Workload(z0=0.30758718382594163, z1=0.26252891562236697, q=0.011274179109522204, w=0.41860972144216924)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4802930408787993,0.4070549151852564,0.4068694220335407,1,0.7151289370127104,0.019003012246960244,"Workload(z0=0.30758718382594163, z1=0.26252891562236697, q=0.011274179109522204, w=0.41860972144216924)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.5205547439805388,0.4070549151852564,0.4068694220335407,1.75,0.7151289370127104,0.019003012246960244,"Workload(z0=0.30758718382594163, z1=0.26252891562236697, q=0.011274179109522204, w=0.41860972144216924)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4124328044738994,0.4068932737783141,0.40686942182329233,0.25,0.2018340391514325,0.0035559122085825727,"Workload(z0=0.35078599696760177, z1=0.29142380473919466, q=0.00973636752275797, w=0.3480538307704455)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4286047865441073,0.4068932737783141,0.40686942182329233,1,0.2018340391514325,0.0035559122085825727,"Workload(z0=0.35078599696760177, z1=0.29142380473919466, q=0.00973636752275797, w=0.3480538307704455)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4487490716688236,0.4068932737783141,0.40686942182329233,1.75,0.2018340391514325,0.0035559122085825727,"Workload(z0=0.35078599696760177, z1=0.29142380473919466, q=0.00973636752275797, w=0.3480538307704455)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.2,0.41454329876121754,0.4092843914684967,0.4068694223543379,0.25,0.07796596475240135,0.07828444201080342,"Workload(z0=0.49053141364067643, z1=0.18716017049874586, q=0.019918352225776474, w=0.302390063634801)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
