Epsilon,Robust Cost,Nominal Cost,Ideal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,1.0832368621198118,0.8160947696389118,0.8122468255804708,0.25,1.66008819112487,0.037857466261010206,"Workload(z0=0.3598465407908417, z1=0.007334242191555374, q=0.6254849748260476, w=0.007334242191555374)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.05,1.0832368621198876,0.8160947696389118,0.8122468255804708,1,1.66008819112487,0.037857466261010206,"Workload(z0=0.3598465407908417, z1=0.007334242191555374, q=0.6254849748260476, w=0.007334242191555374)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.05,1.0832368621198876,0.8160947696389118,0.8122468255804708,1.75,1.66008819112487,0.037857466261010206,"Workload(z0=0.3598465407908417, z1=0.007334242191555374, q=0.6254849748260476, w=0.007334242191555374)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.1,0.8190324460372537,0.8123182022495853,0.8122468257510722,0.25,0.30458287053076766,0.012591040462327851,"Workload(z0=0.4997583834850144, z1=0.01217551086779247, q=0.45517029869627823, w=0.0328958069509149)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.1,0.862770265819292,0.8123182022495853,0.8122468257510722,1,0.30458287053076766,0.012591040462327851,"Workload(z0=0.4997583834850144, z1=0.01217551086779247, q=0.45517029869627823, w=0.0328958069509149)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.1,1.014407977811956,0.8123182022495853,0.8122468257510722,1.75,0.30458287053076766,0.012591040462327851,"Workload(z0=0.4997583834850144, z1=0.01217551086779247, q=0.45517029869627823, w=0.0328958069509149)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.15000000000000002,0.8132914719755612,0.8127268671699152,0.8122468255973131,0.25,0.12855438463699076,0.12104056301947112,"Workload(z0=0.4719471020559494, z1=0.07914597769474285, q=0.36475808015374905, w=0.08414884009555872)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.15000000000000002,0.8221136035522744,0.8127268671699152,0.8122468255973131,1,0.12855438463699076,0.12104056301947112,"Workload(z0=0.4719471020559494, z1=0.07914597769474285, q=0.36475808015374905, w=0.08414884009555872)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.15000000000000002,0.8358702322619939,0.8127268671699152,0.8122468255973131,1.75,0.12855438463699076,0.12104056301947112,"Workload(z0=0.4719471020559494, z1=0.07914597769474285, q=0.36475808015374905, w=0.08414884009555872)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.2,0.8141418825407571,0.8122470217993759,0.81224682564126,0.25,0.09367421156773438,3.9286348578999896e-05,"Workload(z0=0.4884435004521161, z1=0.010618137432818945, q=0.4903202246822461, w=0.010618137432818945)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.2,0.8238690257835886,0.8122470217993759,0.81224682564126,1,0.09367421156773438,3.9286348578999896e-05,"Workload(z0=0.4884435004521161, z1=0.010618137432818945, q=0.4903202246822461, w=0.010618137432818945)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.2,0.8354837203832631,0.8122470217993759,0.81224682564126,1.75,0.09367421156773438,3.9286348578999896e-05,"Workload(z0=0.4884435004521161, z1=0.010618137432818945, q=0.4903202246822461, w=0.010618137432818945)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.25,0.8156186677228154,0.8125329901638881,0.8122468258292423,0.25,0.0700813330245276,0.02450712749152073,"Workload(z0=0.4384871794177975, z1=0.009489268350599513, q=0.5052485945878348, w=0.046774957643768024)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.25,0.8238081568541185,0.8125329901638881,0.8122468258292423,1,0.0700813330245276,0.02450712749152073,"Workload(z0=0.4384871794177975, z1=0.009489268350599513, q=0.5052485945878348, w=0.046774957643768024)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.25,0.8354120553880566,0.8125329901638881,0.8122468258292423,1.75,0.0700813330245276,0.02450712749152073,"Workload(z0=0.4384871794177975, z1=0.009489268350599513, q=0.5052485945878348, w=0.046774957643768024)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.3,0.8159083871430785,0.8127847225887176,0.8122468255343831,0.25,0.053383248762401664,0.025064397442105098,"Workload(z0=0.42229311544312315, z1=0.043280180512913685, q=0.5254305255693379, w=0.00899617847462528)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.3,0.8228326274136812,0.8127847225887176,0.8122468255343831,1,0.053383248762401664,0.025064397442105098,"Workload(z0=0.42229311544312315, z1=0.043280180512913685, q=0.5254305255693379, w=0.00899617847462528)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.3,0.8332342474029075,0.8127847225887176,0.8122468255343831,1.75,0.053383248762401664,0.025064397442105098,"Workload(z0=0.42229311544312315, z1=0.043280180512913685, q=0.5254305255693379, w=0.00899617847462528)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.35000000000000003,0.8133674092861837,0.8122719558997554,0.8122468255836318,0.25,0.06505641086463507,0.0061805561147850446,"Workload(z0=0.49634252464374196, z1=0.009509712231808378, q=0.4694068533769091, w=0.02474090974754062)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.35000000000000003,0.8184498896649636,0.8122719558997554,0.8122468255836318,1,0.06505641086463507,0.0061805561147850446,"Workload(z0=0.49634252464374196, z1=0.009509712231808378, q=0.4694068533769091, w=0.02474090974754062)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.35000000000000003,0.8246209235414709,0.8122719558997554,0.8122468255836318,1.75,0.06505641086463507,0.0061805561147850446,"Workload(z0=0.49634252464374196, z1=0.009509712231808378, q=0.4694068533769091, w=0.02474090974754062)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.4,0.8124129478005296,0.812265989235242,0.8122468255245351,0.25,0.016953060641711037,0.00027006831475082495,"Workload(z0=0.499625557759509, z1=0.010722260245451767, q=0.47892992174958754, w=0.010722260245451767)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.4,0.812777153924883,0.812265989235242,0.8122468255245351,1,0.016953060641711037,0.00027006831475082495,"Workload(z0=0.499625557759509, z1=0.010722260245451767, q=0.47892992174958754, w=0.010722260245451767)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.4,0.8140219368010919,0.812265989235242,0.8122468255245351,1.75,0.016953060641711037,0.00027006831475082495,"Workload(z0=0.499625557759509, z1=0.010722260245451767, q=0.47892992174958754, w=0.010722260245451767)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.45,0.8124930798365563,0.8122504339617763,0.812246825590924,0.25,0.021531524896626887,0.00037846316400284884,"Workload(z0=0.4930211536285085, z1=0.012815519539692755, q=0.48424848966729434, w=0.009914837164504363)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.45,0.8137484375707416,0.8122504339617763,0.812246825590924,1,0.021531524896626887,0.00037846316400284884,"Workload(z0=0.4930211536285085, z1=0.012815519539692755, q=0.48424848966729434, w=0.009914837164504363)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.45,0.8122543365475909,0.8122504339617763,0.812246825590924,1.75,0.021531524896626887,0.00037846316400284884,"Workload(z0=0.4930211536285085, z1=0.012815519539692755, q=0.48424848966729434, w=0.009914837164504363)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.5,0.8123161183286228,0.8124602501077597,0.8122468255391275,0.25,0.035408565250512745,0.002546209661467329,"Workload(z0=0.5247357773620784, z1=0.009375344062324686, q=0.45500195080304257, w=0.010886927772554282)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.5,0.8137490855601429,0.8124602501077597,0.8122468255391275,1,0.035408565250512745,0.002546209661467329,"Workload(z0=0.5247357773620784, z1=0.009375344062324686, q=0.45500195080304257, w=0.010886927772554282)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.5,0.8161593883570293,0.8124602501077597,0.8122468255391275,1.75,0.035408565250512745,0.002546209661467329,"Workload(z0=0.5247357773620784, z1=0.009375344062324686, q=0.45500195080304257, w=0.010886927772554282)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.55,0.8122520007870069,0.8122539257854928,0.8122468257036219,0.25,0.035371077061973774,0.00506216432917061,"Workload(z0=0.49121831093595203, z1=0.00974922150166836, q=0.47572531509438454, w=0.023307152467995307)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.55,0.8149628938168251,0.8122539257854928,0.8122468257036219,1,0.035371077061973774,0.00506216432917061,"Workload(z0=0.49121831093595203, z1=0.00974922150166836, q=0.47572531509438454, w=0.023307152467995307)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.55,0.818574942172171,0.8122539257854928,0.8122468257036219,1.75,0.035371077061973774,0.00506216432917061,"Workload(z0=0.49121831093595203, z1=0.00974922150166836, q=0.47572531509438454, w=0.023307152467995307)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.6000000000000001,0.8133646485680669,0.8122741431028675,0.8122468255456106,0.25,0.03621500153783454,0.0004834305429013439,"Workload(z0=0.47684790523514187, z1=0.012016260097836089, q=0.5011142084799747, w=0.010021626187047303)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.6000000000000001,0.816746679453525,0.8122741431028675,0.8122468255456106,1,0.03621500153783454,0.0004834305429013439,"Workload(z0=0.47684790523514187, z1=0.012016260097836089, q=0.5011142084799747, w=0.010021626187047303)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.6000000000000001,0.8206614215799146,0.8122741431028675,0.8122468255456106,1.75,0.03621500153783454,0.0004834305429013439,"Workload(z0=0.47684790523514187, z1=0.012016260097836089, q=0.5011142084799747, w=0.010021626187047303)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
0.6500000000000001,0.812298291172979,0.8122806299584149,0.8122468257545883,0.25,0.033941207705190574,0.07645535110417515,"Workload(z0=0.4294970111789119, z1=0.10461369640330123, q=0.45720661257074213, w=0.008682679847044747)","Workload(z0=0.49, z1=0.01, q=0.49, w=0.01)"
