Epsilon,Robust Cost,Nominal Cost,Ideal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,0.17931011961339982,0.14166080825394012,0.14165072407704438,0.25,0.6018397605860009,0.00027196564311058637,"Workload(z0=0.010296460757994634, z1=0.01244959533179419, q=0.010296460757994634, w=0.9669574831522166)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.05,0.25320130706998034,0.14166080825394012,0.14165072407704438,1,0.6018397605860009,0.00027196564311058637,"Workload(z0=0.010296460757994634, z1=0.01244959533179419, q=0.010296460757994634, w=0.9669574831522166)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.05,0.3076587817106965,0.14166080825394012,0.14165072407704438,1.75,0.6018397605860009,0.00027196564311058637,"Workload(z0=0.010296460757994634, z1=0.01244959533179419, q=0.010296460757994634, w=0.9669574831522166)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.1,0.1629000382324895,0.14452102375722814,0.14165072388264927,0.25,0.3224185615017803,0.02038624762874526,"Workload(z0=0.04407833893132655, z1=0.00759641845202675, q=0.00759641845202675, w=0.9407288241646201)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.1,0.20672777917280263,0.14452102375722814,0.14165072388264927,1,0.3224185615017803,0.02038624762874526,"Workload(z0=0.04407833893132655, z1=0.00759641845202675, q=0.00759641845202675, w=0.9407288241646201)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.1,0.24083648605475297,0.14452102375722814,0.14165072388264927,1.75,0.3224185615017803,0.02038624762874526,"Workload(z0=0.04407833893132655, z1=0.00759641845202675, q=0.00759641845202675, w=0.9407288241646201)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.15000000000000002,0.18231467463440326,0.15609723183009716,0.14165072400027975,0.25,0.16849351149842187,0.12939168676791435,"Workload(z0=0.06689628190135549, z1=0.0958633900601832, q=0.03427933409950744, w=0.8029609939389538)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.15000000000000002,0.22811326866531065,0.15609723183009716,0.14165072400027975,1,0.16849351149842187,0.12939168676791435,"Workload(z0=0.06689628190135549, z1=0.0958633900601832, q=0.03427933409950744, w=0.8029609939389538)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.15000000000000002,0.17402218773531322,0.15609723183009716,0.14165072400027975,1.75,0.16849351149842187,0.12939168676791435,"Workload(z0=0.06689628190135549, z1=0.0958633900601832, q=0.03427933409950744, w=0.8029609939389538)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.2,0.14974212950856838,0.14165108128291595,0.141650724046001,0.25,0.0921361752525646,1.2260489682806072e-06,"Workload(z0=0.010089298081243678, z1=0.010089298081243678, q=0.010089298081243678, w=0.9697321057562689)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.2,0.16807885706193004,0.14165108128291595,0.141650724046001,1,0.0921361752525646,1.2260489682806072e-06,"Workload(z0=0.010089298081243678, z1=0.010089298081243678, q=0.010089298081243678, w=0.9697321057562689)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.2,0.1821561511590128,0.14165108128291595,0.141650724046001,1.75,0.0921361752525646,1.2260489682806072e-06,"Workload(z0=0.010089298081243678, z1=0.010089298081243678, q=0.010089298081243678, w=0.9697321057562689)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.25,0.15779818432600728,0.1481023928687231,0.1416507242045657,0.25,0.1241683073607788,0.08611678579305904,"Workload(z0=0.11071709746813256, z1=0.019357230633330516, q=0.009116679083123415, w=0.8608089928154136)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.25,0.1812721082572079,0.1481023928687231,0.1416507242045657,1,0.1241683073607788,0.08611678579305904,"Workload(z0=0.11071709746813256, z1=0.019357230633330516, q=0.009116679083123415, w=0.8608089928154136)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.25,0.19912212896655124,0.1481023928687231,0.1416507242045657,1.75,0.1241683073607788,0.08611678579305904,"Workload(z0=0.11071709746813256, z1=0.019357230633330516, q=0.009116679083123415, w=0.8608089928154136)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.3,0.14170693389859274,0.1416771419448306,0.14165072391797834,0.25,0.16605770991557126,9.614799360134919e-05,"Workload(z0=0.011275615444347483, z1=0.00954834712560591, q=0.00954834712560591, w=0.9696276903044407)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.3,0.15413551795121613,0.1416771419448306,0.14165072391797834,1,0.16605770991557126,9.614799360134919e-05,"Workload(z0=0.011275615444347483, z1=0.00954834712560591, q=0.00954834712560591, w=0.9696276903044407)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.3,0.15509462073430724,0.1416771419448306,0.14165072391797834,1.75,0.16605770991557126,9.614799360134919e-05,"Workload(z0=0.011275615444347483, z1=0.00954834712560591, q=0.00954834712560591, w=0.9696276903044407)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
0.35000000000000003,0.1622596352530631,0.14781978110086352,0.14165072422479527,0.25,0.061460834349547966,0.009541681407048634,"Workload(z0=0.009056916713776788, z1=0.009056916713776788, q=0.03038020526710557, w=0.9515059613053408)","Workload(z0=0.01, z1=0.01, q=0.01, w=0.97)"
