Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.6774316594478066,0.6502742848929977,0.0,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.652460888867798,0.6502742846495857,0.1,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.6569290386664286,0.650274284702618,0.2,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.6624732950735739,0.6502742846673435,0.30000000000000004,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.6672361602813681,0.6502742848101128,0.4,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.6760452978448521,0.6502742847051739,0.5,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.6842827126959506,0.6502742846682713,0.6000000000000001,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.693162581844796,0.6502742846939058,0.7000000000000001,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.703239023572853,0.6502742848191168,0.8,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
0.05,0.714223097853199,0.6502742845897331,0.9,0.09018814089024557,"Workload(z0=0.3217640971674237, z1=0.012859023801419726, q=0.1703693982234953, w=0.4950074808076611)","Workload(z0=0.33, z1=0.01, q=0.33, w=0.33)"
