Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.8721438044289129,0.8718317514658596,0.0,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,0.8851162251033134,0.8718317513348888,0.1,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,0.9073345315504677,0.8718317517191914,0.2,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,0.9317015252422823,0.871831751331225,0.30000000000000004,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,0.9561565371929764,0.8718317516295082,0.4,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,0.9923906745299874,0.8718317513619771,0.5,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.026179250705307,0.8718317516461193,0.6000000000000001,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0595546803746672,0.871831751462069,0.7000000000000001,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.871831751673307,0.8,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317517892002,0.9,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107726,0.871831751800963,1.0,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107726,0.871831751657009,1.1,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317513265668,1.2000000000000002,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317514007611,1.3,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317513558005,1.4000000000000001,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317516331218,1.5,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107726,0.8718317513542139,1.6,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317516355834,1.7000000000000002,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317513191093,1.8,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.05,1.0609718906107728,0.8718317513207919,1.9000000000000001,0.159748108841903,"Workload(z0=0.23914189471605343, z1=0.3307519576643974, q=0.25680827884729696, w=0.17329786877225228)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.1,0.8764275758600168,0.8718317514237794,0.0,0.07880314009945798,"Workload(z0=0.22744114167052315, z1=0.25853574098135823, q=0.456468868954063, w=0.05755424839405568)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.1,0.9178543539211922,0.8718317514031296,0.1,0.07880314009945798,"Workload(z0=0.22744114167052315, z1=0.25853574098135823, q=0.456468868954063, w=0.05755424839405568)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.1,0.9638699288950194,0.8718317514580283,0.2,0.07880314009945798,"Workload(z0=0.22744114167052315, z1=0.25853574098135823, q=0.456468868954063, w=0.05755424839405568)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.1,1.0295154649028693,0.8718317518652453,0.30000000000000004,0.07880314009945798,"Workload(z0=0.22744114167052315, z1=0.25853574098135823, q=0.456468868954063, w=0.05755424839405568)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.1,1.0609718906107726,0.8718317515743044,0.4,0.07880314009945798,"Workload(z0=0.22744114167052315, z1=0.25853574098135823, q=0.456468868954063, w=0.05755424839405568)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
0.1,0.8811390982713059,0.8718317516668459,0.5,0.07880314009945798,"Workload(z0=0.22744114167052315, z1=0.25853574098135823, q=0.456468868954063, w=0.05755424839405568)","Workload(z0=0.33, z1=0.33, q=0.33, w=0.01)"
