Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,1.4416646388714105,1.4416646388714105,0.0,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.1,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.2,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.30000000000000004,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.4,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.5,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.6000000000000001,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.7000000000000001,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.8,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.9,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,1.0,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,1.1,0.46975441385082034,"Workload(z0=np.float64(0.0047044560347496754), z1=np.float64(0.406317187406218), q=np.float64(0.5842739005242829), w=np.float64(0.0047044560347496754))","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
