Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.03780400583354613,0.034065658218512866,0.0,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.03837978442892467,0.034065658231651925,0.1,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.04059578395385518,0.034065658224293395,0.2,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.04309764890368913,0.034065658251943035,0.30000000000000004,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.04560339123398157,0.034065658214659296,0.4,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.048195646892680716,0.034065658231476025,0.5,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.050883560751646406,0.034065658281558844,0.6000000000000001,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.0536221390603233,0.03406565821452361,0.7000000000000001,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.056571136433002336,0.03406565821147582,0.8,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.059546340470888075,0.03406565828208869,0.9,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.06281552051624709,0.0340656582608502,1.0,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.06612028813511807,0.03406565823505839,1.1,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.06983694204206993,0.03406565825919949,1.2000000000000002,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.07363434601075261,0.03406565822283019,1.3,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.07754384692723792,0.03406565821417034,1.4000000000000001,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.08213794585085711,0.034065658303389694,1.5,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.08669733590393479,0.0340656583198498,1.6,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.09186825176667182,0.03406565822660976,1.7000000000000002,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.09748610841800973,0.03406565823632794,1.8,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.10314993150333773,0.034065658227198134,1.9000000000000001,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.1100254802339526,0.034065658206112216,2.0,0.03695893545662083,"Workload(z0=np.float64(0.9098105747160505), z1=np.float64(0.024726148846255774), q=np.float64(0.00886181878779676), w=np.float64(0.05660145764989696))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.038985073614514615,0.03406565823596656,0.0,0.043703492797975516,"Workload(z0=np.float64(0.9053922010178944), z1=np.float64(0.01796410980994867), q=np.float64(0.008245665684687627), w=np.float64(0.06839802348746929))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.03882403855561476,0.03406565822097442,0.1,0.043703492797975516,"Workload(z0=np.float64(0.9053922010178944), z1=np.float64(0.01796410980994867), q=np.float64(0.008245665684687627), w=np.float64(0.06839802348746929))","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
