Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.45697687981916835,0.4068694219493756,0.0,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.471898530579198,0.4068694217452035,0.1,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.4803460002368589,0.4068694217540094,0.2,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.48972144199272827,0.40686942178314656,0.30000000000000004,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5003541440432945,0.4068694217716009,0.4,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5127242651613542,0.4068694220008466,0.5,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5264408357411081,0.40686942194073344,0.6000000000000001,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5398958041024726,0.4068694217754009,0.7000000000000001,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5588728416416872,0.40686942188490893,0.8,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5773279674596836,0.40686942189613756,0.9,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6017066197562484,0.4068694217781928,1.0,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6257246122897195,0.4068694218362393,1.1,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6518451830234474,0.4068694218293514,1.2000000000000002,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.43230731501319103,0.40686942190699255,1.3,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349425,0.40686942186661806,1.4000000000000001,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349425,0.4068694217252684,1.5,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349425,0.4068694218012447,1.6,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349425,0.4068694220411271,1.7000000000000002,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349425,0.4068694218868726,1.8,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6829409698349423,0.40686942173448537,1.9000000000000001,0.14238477831843677,"Workload(z0=0.3488056232832869, z1=0.20694124423585158, q=0.14610375999202987, w=0.29814937248883183)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.41216392104581606,0.40686942167820406,0.0,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4396232864211604,0.406869421682606,0.1,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4448206994977429,0.40686942193342573,0.2,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.45819860470938734,0.40686942173850627,0.30000000000000004,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.465067906448191,0.40686942174885465,0.4,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.46786386903907184,0.40686942209827437,0.5,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.47134010671756704,0.40686942236578527,0.6000000000000001,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.47341637225622124,0.4068694219039115,0.7000000000000001,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.48076474836847205,0.4068694220510077,0.8,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.48686896779551536,0.4068694216853275,0.9,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4941355232958913,0.40686942175228635,1.0,0.056277257644833364,"Workload(z0=0.48037159672863866, z1=0.23954632707280873, q=0.0234639182118118, w=0.25661815798674065)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
