Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.5883541891302853,0.5802513835658554,0.0,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6167518636521506,0.5802513836339219,0.1,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6389723208270193,0.5802513839467388,0.2,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6551137535080647,0.5802513834759621,0.30000000000000004,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6551684084285543,0.5802513835314651,0.4,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6556655459313212,0.5802513835104783,0.5,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6562617959877508,0.5802513836339219,0.6000000000000001,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6570432121675345,0.5802513837148507,0.7000000000000001,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6580332744178287,0.5802513836339219,0.8,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6592193452208895,0.5802513835836474,0.9,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6605226556474226,0.5802513838317107,1.0,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6618962782712801,0.5802513836339219,1.1,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513834515718,1.2000000000000002,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513834404576,1.3,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513835048594,1.4000000000000001,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513836339219,1.5,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682313,0.580251383397144,1.6,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.580251383735836,1.7000000000000002,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513840702413,1.8,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513836892029,1.9000000000000001,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
0.05,0.6620069120682311,0.5802513834628971,2.0,0.022359769649195685,"Workload(z0=0.011085497970884593, z1=0.5660917502250186, q=0.026384962718325935, w=0.3964377890857708)","Workload(z0=0.01, z1=0.49, q=0.01, w=0.49)"
