Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.948985140404919,0.9218927076225507,0.0,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.933695514450931,0.9218927081563024,0.1,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9280274437595968,0.9218927075773957,0.2,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9247737182673492,0.9218927132920779,0.30000000000000004,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9227051571435201,0.9218927085219115,0.4,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9219048181329801,0.9218927075405012,0.5,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9218928210026244,0.9218927265560432,0.6000000000000001,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9218928210026244,0.9218927095370376,0.7000000000000001,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9218928210026244,0.9218927107520393,0.8,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
0.05,0.9218928210026244,0.9218927075992874,0.9,0.44059232690179584,"Workload(z0=0.2845691139773543, z1=0.2449390327809336, q=0.3782860201899146, w=0.09220583305179753)","Workload(z0=0.01, z1=0.33, q=0.33, w=0.33)"
