Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,1.231033337398,1.2290438163098736,0.0,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438162855721,0.1,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163618644,0.2,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163115653,0.30000000000000004,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163068196,0.4,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163971231,0.5,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438162911006,0.6000000000000001,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163680435,0.7000000000000001,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163713748,0.8,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163209942,0.9,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
0.05,1.2290532932319764,1.2290438163650563,1.0,0.09118867989664488,"Workload(z0=0.004576451924961451, z1=0.6945556005669916, q=0.2962914955830856, w=0.004576451924961451)","Workload(z0=0.01, z1=0.49, q=0.49, w=0.01)"
