Epsilon,Robust Cost,Nominal Cost,Rho,Rho (True),Workload (Perturbed),Workload (True)
0.05,0.8746182577076651,0.8746182577076651,0.0,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.1,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.2,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.30000000000000004,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.4,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.5,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.6000000000000001,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.7000000000000001,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.8,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,0.9,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076652,0.8746182577076651,1.0,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.1,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.2000000000000002,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.3,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.4000000000000001,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.5,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,1.2164097048258016,0.8746182577076651,1.6,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.7000000000000002,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076654,0.8746182577076651,1.8,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076651,0.8746182577076651,1.9000000000000001,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.05,0.8746182577076687,0.8746182577076651,2.0,0.24446916294173565,"Workload(z0=0.015367645933815951, z1=0.05549836321795781, q=0.7407488072609061, w=0.18838518358732018)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8871586001424824,0.8746182577076651,0.0,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8783696476157307,0.8746182577076651,0.1,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8753200791687985,0.8746182577076651,0.2,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.30000000000000004,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.4,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.5,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.6000000000000001,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.7000000000000001,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.8,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
0.1,0.8746182577076651,0.8746182577076651,0.9,0.036440839887748176,"Workload(z0=0.06255957236140973, z1=0.009336340936972876, q=0.44567601072521923, w=0.4824280759763982)","Workload(z0=0.01, z1=0.01, q=0.49, w=0.49)"
