Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.5407615394520737,0.5183818724173097,0.4746402543439597,0.031008504871474274
0.1,0.5229001354774122,0.5183818724173097,0.40827194589466914,0.0015585415899765714
0.15000000000000002,0.5161366504498941,0.5183818724173097,0.14985981680307103,0.0005876929881929586
0.2,0.5165566440747321,0.5183818724173097,0.07177461747523876,0.02800196986931552
0.25,0.5137451001841407,0.5183818724173097,0.057798286540471484,2.9564651577684972e-05
0.3,0.5133935843431412,0.5183818724173097,0.08324650512895955,0.009080164230781621
0.35000000000000003,0.5161853686524875,0.5183818724173097,0.031087558279887115,0.01906950962430788
0.4,0.5135450750065939,0.5183818724173097,0.05080175683601882,0.0003674945728048437
0.45,0.5168174898412812,0.5183818724173097,0.03363764214079344,0.030983233201821003
0.5,0.5130507166846783,0.5183818724173097,0.050062749156119385,0.0001364339493285232
0.55,0.515276991566656,0.5183818724173097,0.024818389689015057,0.025336814345042945
0.6000000000000001,0.5134886547616049,0.5183818724173097,0.030182971390308067,0.0009344332209002496
0.6500000000000001,0.5152412783327618,0.5183818724173097,0.012976363725506283,0.03577299211152908
0.7000000000000001,0.5132518482949067,0.5183818724173097,0.04250788371098023,0.0009353748727700866
0.7500000000000001,0.5142006109385514,0.5183818724173097,0.02165960710848746,0.010230554895493795
0.8,0.5133274781758874,0.5183818724173097,0.02213009760077069,0.002281362711855253
0.8500000000000001,0.5141606306910717,0.5183818724173097,0.011324457228494154,0.009901060564344043
0.9000000000000001,0.513292883008151,0.5183818724173097,0.007692768768005521,0.004129053252830778
0.9500000000000001,0.5131249803329898,0.5183818724173097,0.019000757247047934,0.0017172395333694412
1.0,0.5147911048110299,0.5183818724173097,0.005130028792916567,0.027797326880610488
