Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,1.4416646388714107,1.4416646388714105,0.5604420364401788,0.1473983145353054
0.1,1.4416646388714105,1.4416646388714105,0.24273243142381676,0.016556555808146235
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.20909733501747002,0.0013700721421738204
0.2,1.4416646388714105,1.4416646388714105,0.18072136319779525,0.002859000722704082
0.25,1.4416646388714105,1.4416646388714105,0.134985077547291,0.018750082324940343
0.3,1.4416646388714105,1.4416646388714105,0.1214274015991229,0.026925564562295667
0.35000000000000003,1.4416646388714105,1.4416646388714105,0.034828427893805525,0.009214211568751731
0.4,1.4416646388714105,1.4416646388714105,0.07565240373518488,0.0197242359917152
0.45,1.4416646388714105,1.4416646388714105,0.05452741050459534,0.020972377032213534
0.5,1.4416646388714105,1.4416646388714105,0.06669752376637203,1.5626077216487845e-06
0.55,1.4416646388714105,1.4416646388714105,0.026310038436559657,0.00525774155519554
0.6000000000000001,1.4416646388714105,1.4416646388714105,0.07176685942646863,0.006646742402289153
0.6500000000000001,1.4416646388714105,1.4416646388714105,0.028191130108342587,0.0058665483360937146
0.7000000000000001,1.4416646388714105,1.4416646388714105,0.020853296576591827,0.0002176375340663364
0.7500000000000001,1.4416646388714105,1.4416646388714105,0.07249898651302301,0.006378691535055607
0.8,1.4416646388714105,1.4416646388714105,0.01943940009705417,0.008098958837732064
0.8500000000000001,1.4416646388714105,1.4416646388714105,0.030343312357245446,0.00019551130991070565
0.9000000000000001,1.4416646388714105,1.4416646388714105,0.024504336006087073,0.0030855133931267376
0.9500000000000001,1.4416646388714105,1.4416646388714105,0.02813062439450008,0.009205107397833681
1.0,1.4416646388714105,1.4416646388714105,0.012891774228135899,2.298490292023585e-06
