Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.049586926090516265,0.03966177069694624,0.5556309687198981,0.0001538254146449358
0.1,0.05013364206711777,0.03966177069694624,0.3198799004697951,0.17133266860064933
0.15000000000000002,0.06074514368120246,0.03966177069694624,0.20693869437534193,0.20483554079198546
0.2,0.05101928563486679,0.03966177069694624,0.11562877225850697,0.25933875363149256
0.25,0.03885600667376651,0.03966177069694624,0.11779188160857308,0.01438025464420492
0.3,0.03681739211458698,0.03966177069694624,0.04747574625948383,0.04808899870126866
0.35000000000000003,0.04585244725901526,0.03966177069694624,0.09916151894346273,0.03920165895984255
0.4,0.03821595861060706,0.03966177069694624,0.07468064110002849,0.05499996725439248
0.45,0.04376852092862971,0.03966177069694624,0.07266045840743639,0.04348831900284493
0.5,0.03796094321841301,0.03966177069694624,0.059816064898473756,0.02939033905756045
0.55,0.03694858985092445,0.03966177069694624,0.031093656603408668,0.022527364679679526
0.6000000000000001,0.03658866518261316,0.03966177069694624,0.03999418529847373,0.006840275140187049
0.6500000000000001,0.03535088457079167,0.03966177069694624,0.020023431086383995,0.004094661656610613
0.7000000000000001,0.034686761596523265,0.03966177069694624,0.03099669216191169,0.0006944900462827388
0.7500000000000001,0.034863168678548856,0.03966177069694624,0.019102692327760747,2.9981747782667435e-08
0.8,0.035409768148505515,0.03966177069694624,0.03389148207029663,1.9142670895560678e-09
0.8500000000000001,0.03794433096439382,0.03966177069694624,0.017005948947829596,0.02698039463210639
0.9000000000000001,0.03704522036003585,0.03966177069694624,0.035851247342904485,0.00474553030875596
0.9500000000000001,0.03605982127686956,0.03966177069694624,0.02432798358845202,0.010019353535663184
1.0,0.03443026788902299,0.03966177069694624,0.01641213480578239,0.009869513495301598
