Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.5478994595753918,0.4068694240207705,1.0041151073163037,0.9592111165356156
0.1,0.5244496545984683,0.4068694240207705,0.806404507324512,0.06847150790507676
0.15000000000000002,0.4510204035670753,0.4068694240207705,0.193067047817576,0.02410214307065655
0.2,0.43105944887983844,0.4068694240207705,0.16312475090810996,0.03214405225391197
0.25,0.42474960692370567,0.4068694240207705,0.07087560042970079,0.019482247688930088
0.3,0.4111535216639589,0.4068694240207705,0.027206641629067385,0.0037312662169414965
0.35000000000000003,0.42894017845816645,0.4068694240207705,0.041309955087312236,0.014298238894153164
0.4,0.41170159380223864,0.4068694240207705,0.0389596567981873,0.00025954320496600694
0.45,0.4096462293582629,0.4068694240207705,0.02752127755110182,0.005588819245651952
0.5,0.4208052089545343,0.4068694240207705,0.03933761718520422,0.005521979420529291
0.55,0.4146557102934829,0.4068694240207705,0.06787960371420117,0.008877698575351395
0.6000000000000001,0.40810687464429707,0.4068694240207705,0.01098631076986505,0.002568612677487316
0.6500000000000001,0.4072436134300596,0.4068694240207705,0.006979906864319214,0.0006827390506263792
0.7000000000000001,0.41791446331651405,0.4068694240207705,0.03027416433634779,0.004218800570039823
0.7500000000000001,0.40966645804952007,0.4068694240207705,0.021717480531143717,0.0008415517993301189
0.8,0.40765453117729716,0.4068694240207705,0.012830330441371916,0.0017662983662598934
0.8500000000000001,0.40732553139921784,0.4068694240207705,0.006029702450572726,0.0013196677946601572
0.9000000000000001,0.40788486155697967,0.4068694240207705,0.012258433617224947,0.0006426672532929521
0.9500000000000001,0.4071630298123433,0.4068694240207705,0.006566076696711918,0.00042404643171277054
1.0,0.4072627442683161,0.4068694240207705,0.0006999042637713167,0.0004108409922804661
