Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho (True)
0.05,0.6552782923254772,0.580258756540783,0.9406780725462994,0.051901574983928916
0.1,0.6064263411216926,0.580258756540783,0.2907954289514026,0.15991286824512518
0.15000000000000002,0.6526248205835935,0.580258756540783,0.18698327920670982,0.031821511694045325
0.2,0.6529734105405507,0.580258756540783,0.18908745827205076,0.027213639491688393
0.25,0.6234606102515732,0.580258756540783,0.06874692924115801,0.029653358449967037
0.3,0.6030338419215258,0.580258756540783,0.08098692572981987,0.0033501599418370616
0.35000000000000003,0.6273011492157056,0.580258756540783,0.09261151783091133,0.027599107630088715
0.4,0.591083340896659,0.580258756540783,0.03347263485366888,0.04715715334673817
0.45,0.6061729616846085,0.580258756540783,0.061830347221828355,0.013211976410055696
0.5,0.5853807442302237,0.580258756540783,0.040356084085077217,1.7801488008615304e-05
0.55,0.5859726913959399,0.580258756540783,0.035296215931999594,0.000722107249956281
0.6000000000000001,0.5838760948453394,0.580258756540783,0.026172945846402153,0.00046210443743954256
0.6500000000000001,0.5819483780373292,0.580258756540783,0.010310170301964605,0.00014397363545371258
0.7000000000000001,0.5835901340839706,0.580258756540783,0.019843896787908315,1.500586876680525e-05
0.7500000000000001,0.5893100421105963,0.580258756540783,0.03077239766533387,0.01150119580726476
0.8,0.5842998191330823,0.580258756540783,0.016185187928812583,0.0022646231823785345
0.8500000000000001,0.584141451114425,0.580258756540783,0.02852903004636511,0.006346417432096824
0.9000000000000001,0.5896030506415489,0.580258756540783,0.05708131811337262,0.0055868141038696905
0.9500000000000001,0.5943208278891127,0.580258756540783,0.03279047055151977,0.0050070286845566685
1.0,0.5834686903888272,0.580258756540783,0.01608573827984043,0.00017426862679051705
