Epsilon,Robust Cost,Nominal Cost,Rho,KL Distance
0.05,1.0832368620292758,0.8122471374779977,1.6460320691358887,0.18881578389513218
0.1,0.8520681241428485,0.8122471374779977,0.23288388112866068,0.06470146961782619
0.15000000000000002,0.8301294530700195,0.8122471374779977,0.13150499140308722,0.04627424946325842
0.2,0.8982611464488097,0.8122471374779977,0.34197643977111697,0.07602718603554634
0.25,0.8275227433565262,0.8122471374779977,0.11807689166705435,0.024508968868416706
0.3,0.8122471414731358,0.8122471374779977,0.04275885985710776,0.008436422861673655
0.35000000000000003,0.8122514472718128,0.8122471374779977,0.04302836636338688,0.005082728679760246
0.4,0.8192203155901446,0.8122471374779977,0.0681237219213235,0.007822734469285946
0.45,0.8165063636193935,0.8122471374779977,0.04295182499215528,0.00961082570321949
0.5,0.8168744283801412,0.8122471374779977,0.04813031468038879,0.01165954594085494
0.55,0.8173986762223193,0.8122471374779977,0.05141974218778786,0.010633178901628059
0.6000000000000001,0.8153730498079991,0.8122471374779977,0.030849150653271866,0.003059606752537627
0.6500000000000001,0.8148780122891619,0.8122471374779977,0.029840039814442748,0.004228315083447514
0.7000000000000001,0.8135789142251052,0.8122471374779977,0.01591617198466322,0.0019001326581534403
0.7500000000000001,0.8139782744936759,0.8122471374779977,0.023325857350432678,0.004826412004802794
0.8,0.8168164931497137,0.8122471374779977,0.04360367314803987,0.00937774340204333
0.8500000000000001,0.8168717644639019,0.8122471374779977,0.04634936159534247,0.009465022571452921
0.9000000000000001,0.8142966200298244,0.8122471374779977,0.021022424894407376,0.004943659755277585
0.9500000000000001,0.8126081277934304,0.8122471374779977,0.005075888719665142,0.00042809920166484534
1.0,0.8124227517951526,0.8122471374779977,0.008099938955432285,0.0026471268360891615
