Epsilon,Robust Cost,Nominal Cost,Rho,KL Distance
0.05,0.22836700722845266,0.10783925696867985,1.3214415783515905,0.08286075768852919
0.1,0.15287683098373922,0.10783925696867985,0.24304243957709298,0.08970670620073518
0.15000000000000002,0.14805731855699383,0.10783925696867985,0.2233987224091683,0.05771754788703462
0.2,0.1355864524358753,0.10783925696867985,0.13680126476836096,0.03268937973142325
0.25,0.12981010558417527,0.10783925696867985,0.0944835464941606,0.031074169517619453
0.3,0.13364448627596767,0.10783925696867985,0.11712585703967471,0.02246882473811983
0.35000000000000003,0.1199143246907151,0.10783925696867985,0.04127984558328756,0.017816649420762543
0.4,0.12305963386198754,0.10783925696867985,0.0549350271468111,0.0075597278848664184
0.45,0.1168271243918185,0.10783925696867985,0.03098624566233211,0.011586171490791533
0.5,0.12673838621806272,0.10783925696867985,0.07524429589566786,0.039542631581691995
0.55,0.11046916800142005,0.10783925696867985,0.0077908743907336205,0.0015248209693337314
0.6000000000000001,0.12268285381055082,0.10783925696867985,0.05591236344622848,0.014684212065589411
0.6500000000000001,0.11424879697541505,0.10783925696867985,0.02050839261762169,0.006022412391828965
0.7000000000000001,0.12311170652675066,0.10783925696867985,0.05013782174973529,0.006450622671346929
0.7500000000000001,0.11572454205796742,0.10783925696867985,0.026123330452099185,0.005029859740177064
0.8,0.1166453096475874,0.10783925696867985,0.029921153145823585,0.005193324412900183
0.8500000000000001,0.11390680806157599,0.10783925696867985,0.019980382398183068,0.0016786850728344824
0.9000000000000001,0.11179761968436873,0.10783925696867985,0.01297139828263475,0.003346728233333203
0.9500000000000001,0.11763145905223865,0.10783925696867985,0.0331823928684016,0.0066088227530754
1.0,0.11091845147511109,0.10783925696867985,0.010211415693758823,0.0027177474955017537
