Epsilon,Robust Cost,Nominal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,0.9918644771257358,0.9903885523663646,0.25,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.05,0.993831293271494,0.9903885523663646,0.5,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.05,0.996609575952141,0.9903885523663646,0.75,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.05,0.9994873720165302,0.9903885523663646,1.0,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.05,1.0022548038938066,0.9903885523663646,1.25,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.05,1.0036948541031971,0.9903885523663646,1.5,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.05,1.0076545746906946,0.9903885523663646,1.75,0.5560595405361337,0.13230733451769194,"Workload(z0=0.05430734426819895, z1=0.8113543498306915, q=0.008784348235297541, w=0.12555395766581207)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,0.9972840788775347,0.9903885528974073,0.25,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,0.9913637049748365,0.9903885528974073,0.5,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,1.0046080654738898,0.9903885528974073,0.75,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,1.007553700249518,0.9903885528974073,1.0,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,1.0103274650798908,0.9903885528974073,1.25,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,1.013056406605581,0.9903885528974073,1.5,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.1,1.0157243038912143,0.9903885528974073,1.75,0.23840930130643553,0.04494154946344446,"Workload(z0=0.00809279188970225, z1=0.9113322478451075, q=0.07248216837548803, w=0.00809279188970225)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,0.9975415517548933,0.9903885537330335,0.25,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,0.9992674779216459,0.9903885537330335,0.5,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,1.0045626863836556,0.9903885537330335,0.75,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,1.0082988925687038,0.9903885537330335,1.0,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,1.011499463726794,0.9903885537330335,1.25,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,1.0146282804463826,0.9903885537330335,1.5,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
0.15000000000000002,1.0164419475925426,0.9903885537330335,1.75,0.30445198377564664,0.033026305551490075,"Workload(z0=0.0086112781477064, z1=0.9232948184662527, q=0.0594826252383345, w=0.0086112781477064)","Workload(z0=0.01, z1=0.97, q=0.01, w=0.01)"
