Epsilon,Robust Cost,Nominal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,1.4416646388714105,1.4416646388714105,0.25,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.5,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,0.75,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,1.0,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,1.25,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714107,1.4416646388714105,1.5,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.05,1.4416646388714105,1.4416646388714105,1.75,0.732462186927315,0.20792494713667692,"Workload(z0=0.007692312910718559, z1=0.007692312910718559, q=0.7623280428939195, w=0.22228733128464334)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.4748496587906015,1.4416646388714105,0.25,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.4616790699891296,1.4416646388714105,0.5,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.451210104402053,1.4416646388714105,0.75,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.4423698243903444,1.4416646388714105,1.0,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.5013081521508396,1.4416646388714105,1.25,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.4416646388714105,1.4416646388714105,1.5,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.1,1.5054080531845553,1.4416646388714105,1.75,0.2597677398870463,0.35515399353759525,"Workload(z0=0.23856600831853403, z1=0.03547656626684821, q=0.6275539840538731, w=0.09840344136074475)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.25,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.5,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.75,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,1.0,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,1.25,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,1.5,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.15000000000000002,1.4416646388714105,1.4416646388714105,1.75,0.13695748524502369,0.08595343615810033,"Workload(z0=0.007417304182718668, z1=0.01260596810439913, q=0.8663809651145505, w=0.11359576259833162)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,0.25,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,0.5,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,0.75,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,1.0,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,1.25,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,1.5,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.2,1.4416646388714105,1.4416646388714105,1.75,0.176666400394794,0.0012890255267774525,"Workload(z0=0.009843923205426224, z1=0.009843923205426224, q=0.9643916194710116, w=0.01592053411813601)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,0.25,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,0.5,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,0.75,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,1.0,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,1.25,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,1.5,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.25,1.4416646388714105,1.4416646388714105,1.75,0.05132489875550442,0.01906563290734242,"Workload(z0=0.009295543675923276, z1=0.043092107249227886, q=0.9383168053989255, w=0.009295543675923276)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,0.25,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,0.5,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,0.75,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,1.0,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,1.25,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,1.5,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.3,1.4416646388714105,1.4416646388714105,1.75,0.07775162056741498,0.0773540714963255,"Workload(z0=0.01009340323351926, z1=0.01009340323351926, q=0.8739589441708941, w=0.10585424936206728)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,0.25,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,0.5,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,0.75,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,1.0,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,1.25,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,1.5,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.35000000000000003,1.4416646388714105,1.4416646388714105,1.75,0.16821603190478568,0.1033304832498872,"Workload(z0=0.03383544761589331, z1=0.10842154531854724, q=0.832064106136326, w=0.02567890092923353)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.4,1.4416646388714105,1.4416646388714105,0.25,0.06513620649573405,0.006086656682560985,"Workload(z0=0.018730604647264698, z1=0.010171586476755954, q=0.9503884248587133, w=0.0207093840172661)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
0.4,1.4416646388714105,1.4416646388714105,0.5,0.06513620649573405,0.006086656682560985,"Workload(z0=0.018730604647264698, z1=0.010171586476755954, q=0.9503884248587133, w=0.0207093840172661)","Workload(z0=0.01, z1=0.01, q=0.97, w=0.01)"
