Epsilon,Robust Cost,Nominal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,0.44160153345989794,0.40686942223809813,0.25,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.46748509316750575,0.4068694218574541,0.5,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.4830150918404032,0.4068694217542098,0.75,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5126115352070444,0.40686942181016794,1.0,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5537581526649233,0.40686942179107966,1.25,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.5963898144984495,0.40686942189545156,1.5,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.05,0.6330075031176214,0.4068694220743133,1.75,1.372249980274633,0.04322947353201345,"Workload(z0=0.474808642111481, z1=0.25851149437417764, q=0.009178266569199752, w=0.25750159694514146)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4632664488179452,0.4068694220531502,0.25,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4719621195348307,0.40686942197882614,0.5,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.4819720826892365,0.406869421847767,0.75,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.5026393792023908,0.4068694219769704,1.0,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.5286601878380394,0.4068694219938672,1.25,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.5622345357279946,0.40686942187309516,1.5,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.1,0.6006012492962736,0.4068694216774491,1.75,0.8014685679392183,0.18474040007274573,"Workload(z0=0.5282188162854673, z1=0.2597497058991352, q=0.0710225787898086, w=0.14100889902558894)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4161270136364087,0.406869421759226,0.25,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4240646605211537,0.40686942167974627,0.5,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.430367770311267,0.40686942178021,0.75,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4382150799845927,0.4068694217275113,1.0,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4595495767860125,0.4068694217383761,1.25,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.45905756441224854,0.4068694219895306,1.5,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
0.15000000000000002,0.4655660158993895,0.40686942171082113,1.75,0.2866801901202063,0.005967104126070377,"Workload(z0=0.34026924771598904, z1=0.36741420657059753, q=0.010113598270827811, w=0.2822029474425855)","Workload(z0=0.33, z1=0.33, q=0.01, w=0.33)"
