Epsilon,Robust Cost,Nominal Cost,Rho Multiplier,Rho (Expected),Rho (True),Workload (Perturbed),Workload (True)
0.05,0.048110968003489574,0.034065658262411674,0.25,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.06464689708467544,0.034065658262411674,0.5,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.11311634647144514,0.034065658262411674,0.75,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.18777505441956904,0.034065658262411674,1.0,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.3020892487116207,0.034065658262411674,1.25,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.4128015359003291,0.034065658262411674,1.5,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.05,0.5095968296965194,0.034065658262411674,1.75,0.9347292767435893,0.4642986968287746,"Workload(z0=0.5723330809695047, z1=0.39295826263134565, q=0.020274996869971203, w=0.014433659529178283)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.03722372056954318,0.0340656582095904,0.25,0.3611260369351823,0.0007037370779057312,"Workload(z0=0.9660334417433408, z1=0.009881978494954107, q=0.009881978494954107, w=0.014202601266750903)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.03965235497817427,0.0340656582095904,0.5,0.3611260369351823,0.0007037370779057312,"Workload(z0=0.9660334417433408, z1=0.009881978494954107, q=0.009881978494954107, w=0.014202601266750903)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.04188184152592973,0.0340656582095904,0.75,0.3611260369351823,0.0007037370779057312,"Workload(z0=0.9660334417433408, z1=0.009881978494954107, q=0.009881978494954107, w=0.014202601266750903)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.04415157253470901,0.0340656582095904,1.0,0.3611260369351823,0.0007037370779057312,"Workload(z0=0.9660334417433408, z1=0.009881978494954107, q=0.009881978494954107, w=0.014202601266750903)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.046466750108970854,0.0340656582095904,1.25,0.3611260369351823,0.0007037370779057312,"Workload(z0=0.9660334417433408, z1=0.009881978494954107, q=0.009881978494954107, w=0.014202601266750903)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
0.1,0.048625334066282534,0.0340656582095904,1.5,0.3611260369351823,0.0007037370779057312,"Workload(z0=0.9660334417433408, z1=0.009881978494954107, q=0.009881978494954107, w=0.014202601266750903)","Workload(z0=0.97, z1=0.01, q=0.01, w=0.01)"
