Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho Multiplier,Rho (True)
0.05,0.20679411496056424,0.10783925696867985,0.2634550235597133,0.25,0.28607311076653014
0.05,0.21234845470525152,0.10783925696867985,0.2634550235597133,0.5,0.28607311076653014
0.05,0.22024717116044396,0.10783925696867985,0.2634550235597133,0.75,0.28607311076653014
0.05,0.22801456297910933,0.10783925696867985,0.2634550235597133,1.0,0.28607311076653014
0.05,0.23598493833389966,0.10783925696867985,0.2634550235597133,1.25,0.28607311076653014
0.05,0.2443190585471938,0.10783925696867985,0.2634550235597133,1.5,0.28607311076653014
0.05,0.25379777162622386,0.10783925696867985,0.2634550235597133,1.75,0.28607311076653014
0.1,0.12416618805608301,0.10783925696867985,0.29104163472012945,0.25,0.038256065994642534
0.1,0.138005371099205,0.10783925696867985,0.29104163472012945,0.5,0.038256065994642534
0.1,0.14825845848443897,0.10783925696867985,0.29104163472012945,0.75,0.038256065994642534
0.1,0.15770848196398635,0.10783925696867985,0.29104163472012945,1.0,0.038256065994642534
0.1,0.16672400834776524,0.10783925696867985,0.29104163472012945,1.25,0.038256065994642534
0.1,0.17518685807541332,0.10783925696867985,0.29104163472012945,1.5,0.038256065994642534
0.1,0.1839209228825673,0.10783925696867985,0.29104163472012945,1.75,0.038256065994642534
0.15000000000000002,0.12477180880250875,0.10783925696867985,0.22014988125362386,0.25,0.022416268578596132
0.15000000000000002,0.13715222638357394,0.10783925696867985,0.22014988125362386,0.5,0.022416268578596132
0.15000000000000002,0.14587355337431868,0.10783925696867985,0.22014988125362386,0.75,0.022416268578596132
0.15000000000000002,0.15572965222020638,0.10783925696867985,0.22014988125362386,1.0,0.022416268578596132
0.15000000000000002,0.1606965359801275,0.10783925696867985,0.22014988125362386,1.25,0.022416268578596132
0.15000000000000002,0.17169162524428527,0.10783925696867985,0.22014988125362386,1.5,0.022416268578596132
0.15000000000000002,0.17216751978852812,0.10783925696867985,0.22014988125362386,1.75,0.022416268578596132
0.2,0.11544397667019017,0.10783925696867985,0.1200521265420404,0.25,0.07877376800304885
0.2,0.12145990744946315,0.10783925696867985,0.1200521265420404,0.5,0.07877376800304885
0.2,0.12502834610881886,0.10783925696867985,0.1200521265420404,0.75,0.07877376800304885
0.2,0.13037172479145204,0.10783925696867985,0.1200521265420404,1.0,0.07877376800304885
0.2,0.13518573330274863,0.10783925696867985,0.1200521265420404,1.25,0.07877376800304885
0.2,0.13585465275161313,0.10783925696867985,0.1200521265420404,1.5,0.07877376800304885
0.2,0.14529951314272685,0.10783925696867985,0.1200521265420404,1.75,0.07877376800304885
0.25,0.11449860265519227,0.10783925696867985,0.08587368871327557,0.25,0.006674129261541019
0.25,0.12046734084264998,0.10783925696867985,0.08587368871327557,0.5,0.006674129261541019
0.25,0.12423292525819744,0.10783925696867985,0.08587368871327557,0.75,0.006674129261541019
0.25,0.13057174813657413,0.10783925696867985,0.08587368871327557,1.0,0.006674129261541019
0.25,0.13480527421924582,0.10783925696867985,0.08587368871327557,1.25,0.006674129261541019
0.25,0.13453192269485542,0.10783925696867985,0.08587368871327557,1.5,0.006674129261541019
0.25,0.13971666935008478,0.10783925696867985,0.08587368871327557,1.75,0.006674129261541019
0.3,0.11053282255187544,0.10783925696867985,0.041814981393331487,0.25,0.002779379307769017
0.3,0.11408801034901725,0.10783925696867985,0.041814981393331487,0.5,0.002779379307769017
0.3,0.11557959265070789,0.10783925696867985,0.041814981393331487,0.75,0.002779379307769017
0.3,0.11838728010038331,0.10783925696867985,0.041814981393331487,1.0,0.002779379307769017
0.3,0.1202251824538377,0.10783925696867985,0.041814981393331487,1.25,0.002779379307769017
0.3,0.12299444799779277,0.10783925696867985,0.041814981393331487,1.5,0.002779379307769017
0.3,0.12601545643977316,0.10783925696867985,0.041814981393331487,1.75,0.002779379307769017
0.35000000000000003,0.10972844634355203,0.10783925696867985,0.08710838251105991,0.25,0.027335387705369495
0.35000000000000003,0.1193300601932254,0.10783925696867985,0.08710838251105991,0.5,0.027335387705369495
0.35000000000000003,0.12255957700529854,0.10783925696867985,0.08710838251105991,0.75,0.027335387705369495
0.35000000000000003,0.12916443018453305,0.10783925696867985,0.08710838251105991,1.0,0.027335387705369495
0.35000000000000003,0.13027000098675423,0.10783925696867985,0.08710838251105991,1.25,0.027335387705369495
0.35000000000000003,0.12440844759405292,0.10783925696867985,0.08710838251105991,1.5,0.027335387705369495
0.35000000000000003,0.13987174791891577,0.10783925696867985,0.08710838251105991,1.75,0.027335387705369495
0.4,0.11026064341552996,0.10783925696867985,0.025271038460900893,0.25,0.002199451516734424
0.4,0.11239057525902177,0.10783925696867985,0.025271038460900893,0.5,0.002199451516734424
0.4,0.11484723662606638,0.10783925696867985,0.025271038460900893,0.75,0.002199451516734424
0.4,0.11648635221696543,0.10783925696867985,0.025271038460900893,1.0,0.002199451516734424
0.4,0.11836379633034247,0.10783925696867985,0.025271038460900893,1.25,0.002199451516734424
0.4,0.12023526492384774,0.10783925696867985,0.025271038460900893,1.5,0.002199451516734424
0.4,0.1221454633184834,0.10783925696867985,0.025271038460900893,1.75,0.002199451516734424
0.45,0.11000047340210592,0.10783925696867985,0.027497451933687588,0.25,0.01247786266299491
0.45,0.11195598769048586,0.10783925696867985,0.027497451933687588,0.5,0.01247786266299491
0.45,0.1137647306432822,0.10783925696867985,0.027497451933687588,0.75,0.01247786266299491
0.45,0.11583966935259542,0.10783925696867985,0.027497451933687588,1.0,0.01247786266299491
0.45,0.11853896421773888,0.10783925696867985,0.027497451933687588,1.25,0.01247786266299491
0.45,0.12086194268674202,0.10783925696867985,0.027497451933687588,1.5,0.01247786266299491
0.45,0.12018199872066804,0.10783925696867985,0.027497451933687588,1.75,0.01247786266299491
0.5,0.11089139893723358,0.10783925696867985,0.02329392558478746,0.25,0.02419077002420413
0.5,0.10941860868898226,0.10783925696867985,0.02329392558478746,0.5,0.02419077002420413
