Epsilon,Robust Cost,Nominal Cost,Rho (Expected),Rho Multiplier,Rho (True)
0.05,1.4416646388714105,1.4416646388714105,1.832723933713175,0.25,0.35361708966569905
0.05,1.4416646388714105,1.4416646388714105,1.832723933713175,0.5,0.35361708966569905
0.05,1.4416646388714107,1.4416646388714105,1.832723933713175,0.75,0.35361708966569905
0.05,1.4416646388714105,1.4416646388714105,1.832723933713175,1.0,0.35361708966569905
0.05,1.4416646388719836,1.4416646388714105,1.832723933713175,1.25,0.35361708966569905
0.05,1.4416646388714105,1.4416646388714105,1.832723933713175,1.5,0.35361708966569905
0.05,1.4416646388714105,1.4416646388714105,1.832723933713175,1.75,0.35361708966569905
0.1,1.4416646388714105,1.4416646388714105,0.3230013784139193,0.25,0.12004325868696288
0.1,1.4416646388714105,1.4416646388714105,0.3230013784139193,0.5,0.12004325868696288
0.1,1.4416646388714105,1.4416646388714105,0.3230013784139193,0.75,0.12004325868696288
0.1,1.4416646388714105,1.4416646388714105,0.3230013784139193,1.0,0.12004325868696288
0.1,1.4416646388714105,1.4416646388714105,0.3230013784139193,1.25,0.12004325868696288
0.1,1.4416646388714107,1.4416646388714105,0.3230013784139193,1.5,0.12004325868696288
0.1,1.4416646388714105,1.4416646388714105,0.3230013784139193,1.75,0.12004325868696288
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.22838056015234098,0.25,0.179679103431686
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.22838056015234098,0.5,0.179679103431686
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.22838056015234098,0.75,0.179679103431686
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.22838056015234098,1.0,0.179679103431686
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.22838056015234098,1.25,0.179679103431686
0.15000000000000002,1.4416646388714143,1.4416646388714105,0.22838056015234098,1.5,0.179679103431686
0.15000000000000002,1.4416646388714105,1.4416646388714105,0.22838056015234098,1.75,0.179679103431686
0.2,1.4416646388714105,1.4416646388714105,0.22873704942818618,0.25,0.06860553810238221
0.2,1.441664638871412,1.4416646388714105,0.22873704942818618,0.5,0.06860553810238221
0.2,1.4416646388714571,1.4416646388714105,0.22873704942818618,0.75,0.06860553810238221
0.2,1.4416646388714112,1.4416646388714105,0.22873704942818618,1.0,0.06860553810238221
0.2,1.4416646388714105,1.4416646388714105,0.22873704942818618,1.25,0.06860553810238221
0.2,1.4416646388714172,1.4416646388714105,0.22873704942818618,1.5,0.06860553810238221
0.2,1.4416646388714105,1.4416646388714105,0.22873704942818618,1.75,0.06860553810238221
0.25,1.4416646388714105,1.4416646388714105,0.22059242489377193,0.25,0.03514784433383231
0.25,1.4416646388714105,1.4416646388714105,0.22059242489377193,0.5,0.03514784433383231
